accession	scaffold_count	gc_count	longest_scaffold	gc_percentage	total_gap_length	genome_size	n50_contigs	n50_scaffolds	l50_scaffolds	contig_count	ambiguous_bases	longest_contig	l50_contigs	mean_scaffold_length	mean_contig_length	trna_aa_count	trna_selenocysteine_count	trna_count	checkm_completeness	checkm_contamination	protein_count	coding_bases	coding_density	ssu_count	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	lsu_5s_count	ncbi_taxonomy	gtdb_genome_representative	gtdb_representative	ncbi_taxonomy_unfiltered	ncbi_type_material	ncbi_biosample	ncbi_total_gap_length	ncbi_molecule_count	ncbi_date	ncbi_submitter	ncbi_ncrna_count	ncbi_scaffold_n50	ncbi_assembly_name	ncbi_scaffold_n75	ncbi_protein_count	ncbi_assembly_type	ncbi_rrna_count	ncbi_genbank_assembly_accession	ncbi_total_length	ncbi_unspanned_gaps	ncbi_taxid	ncbi_trna_count	ncbi_genome_representation	ncbi_spanned_gaps	ncbi_translation_table	ncbi_scaffold_n90	ncbi_contig_count	ncbi_organism_name	ncbi_contig_n50	ncbi_ungapped_length	ncbi_scaffold_l50	ncbi_ssu_count	ncbi_scaffold_count	ncbi_assembly_level	ncbi_refseq_category	ncbi_species_taxid	ncbi_isolate	ncbi_wgs_master	ncbi_bioproject	ncbi_seq_rel_date	ncbi_isolation_source	ncbi_country	ncbi_lat_lon	ncbi_strain_identifiers	ssu_gg_taxonomy	ssu_gg_blast_bitscore	ssu_gg_blast_subject_id	ssu_gg_blast_perc_identity	ssu_gg_blast_evalue	ssu_gg_blast_align_len	ssu_gg_query_id	ssu_gg_length	ssu_silva_blast_bitscore	ssu_silva_taxonomy	ssu_silva_blast_subject_id	ssu_silva_blast_align_len	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	lsu_5s_query_id	lsu_5s_length	lsu_5s_contig_len	gtdb_taxonomy	mimag_high_quality	gtdb_cluster_size	gtdb_clustered_genomes	gtdb_type_material
RS_GCF_000019605.1	1	779482	1590757	49.0006958951	0	1590757	1590757	1590757	1	1	0	1590757	1	1590757	1590757	19	0	45	93.39	2.8	1683	1452572	91.3132552615	1	149	k__Archaea (UID2)	107	0	1	d__Archaea;p__Candidatus Korarchaeota;c__;o__;f__;g__Candidatus Korarchaeum;s__Candidatus Korarchaeum cryptofilum	RS_GCF_000019605.1	t	d__Archaea;x__TACK group;p__Candidatus Korarchaeota;g__Candidatus Korarchaeum;s__Candidatus Korarchaeum cryptofilum;st__Candidatus Korarchaeum cryptofilum OPF8	f	SAMN02598368	0	1	2008-3-18	US DOE Joint Genome Institute	0	none	ASM1960v1	none	1655	n/a	3	GCA_000019605.1	1590757	0	374847	46	full	0	11	none	none	Candidatus Korarchaeum cryptofilum OPF8	none	1590757	none	1	none	Complete Genome	na	498846	none	none	PRJNA224116	2008/03/18	none	none	none		k__Archaea;p__Crenarchaeota;c__Korarchaeota;o__Korarchaeotales;f__Korarchaeotaceae;g__Candidatus Korarchaeum;s__	2752	4387918	100	0	1490	NC_010482.1	1491	2645	Archaea;Korarchaeota;Korarchaeota Incertae Sedis;Unknown Order;Unknown Family;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum OPF8	CP000968.1326582.1328013	1432	0	100	NC_010482.1	114	1590757	d__Archaea;p__Crenarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__Korarchaeum;s__Korarchaeum cryptofilum	t	2	U_43821;RS_GCF_000019605.1	f
RS_GCF_001266655.1	1	1013041	2191533	46.2252222531	0	2191533	2191533	2191533	1	1	0	2191533	1	2191533	2191533	19	0	45	100	0	2393	1951035	89.0260379378	1	217	c__Thermoprotei (UID147)	168	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	RS_GCF_000016605.1	f	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	f	SAMN03857118	0	1	2015-8-12	University of Nebraska-Lincoln	0	none	ASM126665v1	none	2326	n/a	3	GCA_001266655.1	2191533	0	43687	44	full	0	11	none	none	Metallosphaera sedula	none	2191533	none	1	none	Complete Genome	na	43687	none	none	PRJNA224116	2015/08/12	none	none	none	ARS50-1	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__sedula	2752	179264	99.933	0	1493	NZ_CP012172.1	1494	2754	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula DSM 5348	CP000682.1705274.1706771	1494	0	99.933	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	f	none	none	f
RS_GCF_000015825.1	1	1537981	2478101	62.0630363243	6	2478101	2478095	2478101	1	1	0	2478095	1	2478101	2478095	19	0	48	99.35	1.31	2481	2159368	87.1380141487	1	234	p__Euryarchaeota (UID54)	153	92.86	1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri	RS_GCF_000015825.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri;st__Methanoculleus marisnigri JR1	t	SAMN02598365	0	1	2007-2-16	DOE Joint Genome Institute	0	none	ASM1582v1	none	2457	n/a	3	GCA_000015825.1	2478101	0	368407	49	full	0	11	none	none	Methanoculleus marisnigri JR1	none	2478101	none	1	none	Complete Genome	representative genome	2198	none	none	PRJNA224116	2007/02/16	none	none	none	JR1	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	2706	167871	100	0	1465	NC_009051.1	1466	2702	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;Methanoculleus marisnigri JR1	CP000562.1822651.1824115	1463	0	100	NC_009051.1	116	2478101	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocullaceae;g__Methanoculleus;s__Methanoculleus marisnigri_A	t	1	RS_GCF_000015825.1	t
RS_GCF_000306765.2	4	2353403	2948884	60.2709242973	0	3904707	2948884	2948884	1	4	0	2948884	1	976176	976176	20	0	57	99.25	0	3954	3348782	85.7626961511	2	417	f__Halobacteriaceae (UID96)	263	0	2	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei	RS_GCF_000306765.2	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei;st__Haloferax mediterranei ATCC 33500	t	SAMN02603397	0	4	2014-5-27	Institute of Microbiology, Chinese Academy of Sciences	0	none	ASM30676v2	none	3821	n/a	6	GCA_000306765.2	3904707	0	523841	55	full	0	11	none	none	Haloferax mediterranei ATCC 33500	none	3904707	none	2	none	Complete Genome	representative genome	2252	none	none	PRJNA224116	2014/05/27	none	none	none	CGMCC 1.2087	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__	2717	2415730	100	0	1471	NC_017941.2-#2	1472	2717	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloferax;Haloferax mediterranei ATCC 33500	CP001868.1745875.1747347	1471	0	100	NC_017941.2-#2	113	2948884	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei	t	1	RS_GCF_000306765.2	t
RS_GCF_001266675.1	1	1013038	2191529	46.2251697331	0	2191529	2191529	2191529	1	1	0	2191529	1	2191529	2191529	19	0	45	100	0	2393	1951239	89.0355089985	1	217	c__Thermoprotei (UID147)	168	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	RS_GCF_000016605.1	f	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	f	SAMN03857124	0	1	2015-8-12	University of Nebraska-Lincoln	0	none	ASM126667v1	none	2327	n/a	3	GCA_001266675.1	2191529	0	43687	45	full	0	11	none	none	Metallosphaera sedula	none	2191529	none	1	none	Complete Genome	na	43687	none	none	PRJNA224116	2015/08/12	none	none	none	ARS50-2	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__sedula	2752	179264	99.933	0	1493	NZ_CP012173.1	1494	2754	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula DSM 5348	CP000682.1705274.1706771	1494	0	99.933	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	f	none	none	f
RS_GCF_000337315.1	119	2542974	329667	65.76703954	115	3866754	109813	109813	12	119	0	329667	12	32493	32492	20	0	52	99.19	0	3931	3309808	85.5965494572	1	417	f__Halobacteriaceae (UID96)	263	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii	RS_GCF_000337315.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii;st__Haloferax volcanii DS2	t	SAMN02471619	0	0	2013-2-4	University of California, Davis	0	none	ASM33731v1	none	3868	n/a	3	GCA_000337315.1	3866754	0	309800	53	full	0	11	none	119	Haloferax volcanii DS2	109813	3866754	none	1	none	Contig	na	2246	none	AOHU00000000.1	PRJNA224116	2013/02/04	none	none	none	DS2	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloferax;s__	2673	651042	99.456	0	1471	NZ_AOHU01000104.1	1472	2712	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloferax;Haloferax volcanii DS2	CP001956.2770163.2771635	1471	0	99.932	NZ_AOHU01000104.1	114	111858	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax volcanii	t	2	U_67979;RS_GCF_000337315.1	t
RS_GCF_000230955.2	2	2100957	2846968	66.4321625519	0	3162560	2846968	2846968	1	2	0	2846968	1	1581280	1581280	19	0	45	98.65	0.43	3301	2787520	88.1412526561	1	359	f__Halobacteriaceae (UID84)	235	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__	RS_GCF_000230955.2	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp. DL1	f	SAMN02261380	0	2	2014-1-13	JGI	0	none	ASM23095v3	none	3242	n/a	3	GCA_000230955.3	3162560	0	751944	46	full	0	11	none	none	Halobacterium sp. DL1	none	3162560	none	1	none	Complete Genome	na	751944	none	none	PRJNA224116	2014/01/13	not provided; submitted under MIGS 2.1	none	none	DL1	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__	2717	2406253	100	0	1471	NZ_CP007060.1	1472	2719	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobacterium sp. DL1	CP007060.191367.192843	1472	0	100	NZ_CP007060.1	116	2846968	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__	t	1	RS_GCF_000230955.2	f
RS_GCF_000191585.1	1	925724	2583753	35.8286569962	0	2583753	2583753	2583753	1	1	0	2583753	1	2583753	2583753	20	0	41	99.2	0	2522	2162646	83.701731551	2	188	p__Euryarchaeota (UID3)	125	0	2	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium lacus	RS_GCF_000191585.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium lacus	f	SAMN02232037	0	1	2011-3-7	US DOE Joint Genome Institute	0	none	ASM19158v1	none	2484	n/a	7	GCA_000191585.1	2583753	0	877455	40	full	0	11	none	none	Methanobacterium lacus	none	2583753	none	2	none	Complete Genome	representative genome	877455	none	none	PRJNA224116	2011/03/07	not provided; submitted under MIGS 2.1	none	none	AL-21	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__	2495	77966	98.518	0	1417	NC_015216.1	1483	2737	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium lacus	CP002551.490459.491943	1482	0	100	NC_015216.1	350	2583753	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B lacus	t	1	RS_GCF_000191585.1	f
RS_GCF_000190315.1	1	974470	2298983	42.3870032967	0	2298983	2298983	2298983	1	1	0	2298983	1	2298983	2298983	20	1	36	100	0.74	2508	2084847	90.6856205548	1	174	k__Archaea (UID146)	136	0	1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Vulcanisaeta;s__Vulcanisaeta moutnovskia	RS_GCF_000190315.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Vulcanisaeta;s__Vulcanisaeta moutnovskia;st__Vulcanisaeta moutnovskia 768-28	f	SAMN02603092	0	1	2011-2-22	Centre Bioengineering RAS	0	none	ASM19031v1	none	2405	n/a	3	GCA_000190315.1	2298983	0	985053	41	full	0	11	none	none	Vulcanisaeta moutnovskia 768-28	none	2298983	none	1	none	Complete Genome	representative genome	985052	none	none	PRJNA224116	2011/02/22	solfataric thermal field close to Moutnovsky volcano; Kamchatka	Russia	none	768-28	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Vulcanisaeta;s__distributa	2787	4417438	100	0	1509	NC_015151.1	1509	2787	Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta moutnovskia 768-28	CP002529.1487045.1488557	1509	0	100	NC_015151.1	108	2298983	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Vulcanisaeta;s__Vulcanisaeta moutnovskia	t	1	RS_GCF_000190315.1	f
RS_GCF_000334895.1	58	2295464	320600	66.0237056289	1	3476728	147353	147353	9	58	0	320600	9	59943	59943	20	0	46	98.51	0.04	3475	2993720	86.1073975301	1	359	f__Halobacteriaceae (UID84)	235	0	1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus agarilyticus	RS_GCF_000334895.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus agarilyticus	f	SAMD00011631	0	0	2013-1-29	Japan Agency for Marine-Earth Science and Technology	0	none	ASM33489v1	none	3371	n/a	3	GCA_000334895.1	3476728	0	1232219	45	full	0	11	none	58	Halococcus agarilyticus	147353	3476728	none	1	none	Contig	representative genome	1232219	none	BAFM00000000.1	PRJNA224116	2013/01/29	none	none	none	197A	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halococcus;s__	2665	1139618	99.389	0	1472	NZ_BAFM01000010.1	1473	2702	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halococcus;halophilic archaeon BK6	AB588757.1.1474	1472	0	99.796	NZ_BAFM01000010.1	105	146612	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus agarilyticus	t	1	RS_GCF_000334895.1	f
RS_GCF_000023985.1	2	485612	1485061	32.2183896378	0	1507251	1485061	1485061	1	2	0	1485061	1	753625	753625	20	1	37	99.52	0	1640	1364416	90.5234761828	2	308	p__Euryarchaeota (UID5)	210	0	2	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus fervens	RS_GCF_000023985.1	t	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus fervens;st__Methanocaldococcus fervens AG86	t	SAMN02598490	0	2	2009-8-28	US DOE Joint Genome Institute (JGI-PGF)	0	none	ASM2398v1	none	1595	n/a	6	GCA_000023985.1	1507251	0	573064	37	full	0	11	none	none	Methanocaldococcus fervens AG86	none	1507251	none	2	none	Complete Genome	representative genome	83171	none	none	PRJNA224116	2009/08/28	none	none	none	AG86	k__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__	2724	1885221	100	0	1475	NC_013156.1	1476	2719	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus fervens AG86	CP001696.191479.192950	1472	0	100	NC_013156.1	80	1485061	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus fervens	t	1	RS_GCF_000023985.1	t
RS_GCF_000275865.1	1	1508700	2475100	60.9698929077	600	2475100	618726	2475100	1	7	0	1022002	2	2475100	353500	19	0	49	99.54	0.65	2438	2199994	88.8850551493	2	234	p__Euryarchaeota (UID54)	153	0	2	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis liminatans	RS_GCF_000275865.1	t	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis liminatans;st__Methanofollis liminatans DSM 4140	t	SAMN02256542	600	1	2012-7-13	DOE Joint Genome Institute	0	none	ASM27586v1	none	2428	n/a	6	GCA_000275865.1	2475100	0	28892	49	full	6	11	none	7	Methanofollis liminatans DSM 4140	618726	2474500	none	2	none	Chromosome	representative genome	2201	none	AGCO00000000.1	PRJNA224116	2012/07/13	Industrial wastewater treatment plant from Germany	Germany	none	DSM 4140	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__liminatans	2579	329	99.299	0	1427	NZ_CM001555.1	1467	2687	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis;Methanofollis liminatans DSM 4140	AGCO01000007.260065.261519	1455	0	100	NZ_CM001555.1	116	2475100	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis liminatans	t	1	RS_GCF_000275865.1	t
RS_GCF_000340315.1	1	798022	2176362	36.6677050969	0	2176362	2176362	2176362	1	1	0	2176362	1	2176362	2176362	19	0	47	99.29	0	2304	1907988	87.6686874702	1	217	c__Thermoprotei (UID147)	168	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	RS_GCF_000340315.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius;st__Sulfolobus acidocaldarius N8	f	SAMN02604152	0	1	2013-2-8	University of Cincinnati	0	none	ASM34031v1	none	2234	n/a	3	GCA_000340315.1	2176362	0	1028566	48	full	0	11	none	none	Sulfolobus acidocaldarius N8	none	2176362	none	1	none	Complete Genome	na	2285	none	none	PRJNA224116	2013/02/08	none	none	none	N8	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__acidocaldarius	2747	953	99.933	0	1490	NC_020246.1	1491	2754	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus acidocaldarius Ron12/I	CP002818.1107130.1108649	1491	0	100	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius	f	1	RS_GCF_000340315.1	f
RS_GCF_000979295.1	160	1657737	153777	43.1490194404	252	3842140	41050	41985	29	172	0	153777	30	24013	22336	19	0	52	99.84	0.38	3284	2910785	75.7594725856	1	228	p__Euryarchaeota (UID49)	153	0	2	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	RS_GCF_000979975.1	f	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp. 1.H.T.1A.1	f	SAMN02708994	252	0	2015-4-23	University of Illinois at Urbana-Champaign	0	none	gtlEnvA5udCFS	none	3297	n/a	5	GCA_000979295.1	3842140	0	1483602	53	full	12	11	none	172	Methanosarcina sp. 1.H.T.1A.1	41050	3841888	none	2	none	Scaffold	na	1483602	none	JJQY00000000.1	PRJNA224116	2015/04/23	sediment	USA: Columbia River Estuary; north of Astoria; OR	46.17467 N 123.8493 W	1.H.T.1A.1	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	2634	83898	99.653	0	1441	NZ_JJQY01000109.1	1477	2651	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;uncultured Methanosarcina sp.	JF789590.1.1447	1447	0	99.724	NZ_JJQY01000080.1	116	6363	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp1	t	none	none	f
RS_GCF_000022405.1	1	915687	2608832	35.0995004661	0	2608832	2608832	2608832	1	1	0	2608832	1	2608832	2608832	19	0	45	99.4	0	2879	2300933	88.1978218605	1	217	c__Thermoprotei (UID147)	168	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	RS_GCF_000022385.1	f	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;st__Sulfolobus islandicus M.14.25	f	SAMN02598416	0	1	2009-4-24	US DOE Joint Genome Institute	0	none	ASM2240v1	none	2829	n/a	3	GCA_000022405.1	2608832	0	427317	45	full	0	11	none	none	Sulfolobus islandicus M.14.25	none	2608832	none	1	none	Complete Genome	na	43080	none	none	PRJNA224116	2009/04/24	none	none	none	M.14.25	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__islandicus	2747	649969	99.866	0	1493	NC_012588.1	1493	2754	Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus M.14.25	CP001400.1143736.1145230	1491	0	100	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus_A;s__Sulfolobus_A islandicus	f	none	none	f
RS_GCF_000421805.1	96	2392038	700442	66.6031274015	0	3591480	172357	172357	6	96	0	700442	6	37411	37411	20	0	55	99.95	0.19	3555	3040296	84.6530121287	2	417	f__Halobacteriaceae (UID96)	263	0	2	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum ezzemoulense	RS_GCF_000421805.1	t	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum ezzemoulense;st__Halorubrum ezzemoulense DSM 17463	t	SAMN02441569	0	0	2013-7-9	DOE Joint Genome Institute	0	none	ASM42180v1	none	3482	n/a	4	GCA_000421805.1	3591480	0	1121945	55	full	0	11	none	96	Halorubrum ezzemoulense DSM 17463	172357	3591480	none	2	none	Contig	na	337243	none	ATXS00000000.1	PRJNA224116	2013/07/09	none	none	none	DSM 17463	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	532	1138546	100	2.77e-150	288	NZ_ATXS01000008.1	290	534	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;Halorubrum distributum	AB663410.1.1470	289	2.28e-150	100	NZ_ATXS01000001.1	116	700442	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	f	11	RS_GCF_002252815.1;RS_GCF_002252835.1;RS_GCF_002252735.1;RS_GCF_002135045.1;RS_GCF_002727095.1;RS_GCF_002252805.1;RS_GCF_000421805.1;RS_GCF_002135005.1;RS_GCF_002252875.1;RS_GCF_002252725.1;RS_GCF_002252865.1	t
RS_GCF_000092465.1	1	582173	1580347	36.8383019679	0	1580347	1580347	1580347	1	1	0	1580347	1	1580347	1580347	19	0	44	99.37	0	1646	1392873	88.1371622814	1	245	c__Thermoprotei (UID148)	158	0	0	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Staphylothermus;s__Staphylothermus hellenicus	RS_GCF_000092465.1	t	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Staphylothermus;s__Staphylothermus hellenicus;st__Staphylothermus hellenicus DSM 12710	t	SAMN00002730	0	1	2010-6-1	US DOE Joint Genome Institute (JGI-PGF)	0	none	ASM9246v1	none	1586	n/a	3	GCA_000092465.1	1580347	0	591019	43	full	0	11	none	none	Staphylothermus hellenicus DSM 12710	none	1580347	none	1	none	Complete Genome	na	84599	none	none	PRJNA224116	2010/06/01	none	none	none	DSM 12710	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Staphylothermus;s__hellenicus	2785	4410174	100	0	1508	NC_014205.1	1509	2785	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus hellenicus DSM 12710	CP002051.1270431.1271941	1508	0	100	none	none	none	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Staphylothermus;s__Staphylothermus hellenicus	f	1	RS_GCF_000092465.1	t
